id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
1368,City Stay - Gurgaon DLF Phase 2,Ankit Malhotra,Gurgaon DLF Phase 2,Private room,2250,1,45,0.17,133,28.48559,77.107803,Market Area
1369,Comfortable Home in Vasant Kunj,Karan Gupta,Vasant Kunj,Shared room,1550,7,19,0.24,146,28.529298,77.154478,Developed Residential
1370,Family Home in Paharganj,Amit Saini,Paharganj,Private room,1600,1,59,1.06,141,28.653893,77.212218,Dense/Chawl-type Area
1371,Family Home in Vasant Kunj,Nisha Mishra,Vasant Kunj,Private room,2050,14,84,0.15,245,28.530629,77.162934,Developed Residential
1372,Family Home in Greater Kailash,Rohit Gupta,Greater Kailash,Private room,2950,1,72,0.41,110,28.542978,77.235307,Developed Residential
1373,Family Home in Vasant Kunj,Riya Jain,Vasant Kunj,Entire home/apt,3500,1,59,0.74,224,28.523282,77.157672,Developed Residential
1374,Family Home in Saket,Vikas Agarwal,Saket,Entire home/apt,3350,1,34,1.42,63,28.524756,77.211047,Developed Residential
1375,Private Room near Mahipalpur,Priya Jain,Mahipalpur,Shared room,800,1,19,0.03,218,28.543262,77.129563,Dense/Chawl-type Area
1376,Modern Stay near Mehrauli,Rahul Chauhan,Mehrauli,Private room,1500,1,49,0.3,153,28.524133,77.181,Dense/Chawl-type Area
1377,Bright Apartment in Vikaspuri,Vikas Chauhan,Vikaspuri,Entire home/apt,2750,1,18,0.07,97,28.64291,77.068235,Developed Residential
1378,Modern Stay near Mahipalpur,Ankit Agarwal,Mahipalpur,Entire home/apt,2350,3,38,0.3,275,28.555904,77.12953,Dense/Chawl-type Area
1379,Cozy Ghaziabad Indirapuram Studio,Riya Mehta,Ghaziabad Indirapuram,Shared room,550,2,124,0.59,185,28.650514,77.376736,Developed Residential
1380,Peaceful Retreat near Dwarka,Arjun Singh,Dwarka,Private room,1800,1,25,0.47,130,28.596574,77.046425,Developed Residential
1381,City Stay - Old Delhi,Neha Chauhan,Old Delhi,Private room,950,4,101,1.44,245,28.65634,77.238163,Dense/Chawl-type Area
1382,Cozy Uttam Nagar Studio,Priya Saini,Uttam Nagar,Entire home/apt,1900,7,30,0.38,250,28.625948,77.073757,Dense/Chawl-type Area
1383,Private Room near Faridabad Sector 15,Rohit Malhotra,Faridabad Sector 15,Entire home/apt,2200,2,53,0.02,316,28.417807,77.313742,Developed Residential
1384,Budget Stay around Ghaziabad Indirapuram,Manish Gupta,Ghaziabad Indirapuram,Entire home/apt,1850,3,22,1.11,351,28.642423,77.368448,Developed Residential
1385,Budget Stay around Vikaspuri,Varun Jain,Vikaspuri,Private room,1450,3,38,0.45,220,28.646755,77.068756,Developed Residential
1386,Budget Stay around Hauz Khas,Sanjay Kapoor,Hauz Khas,Entire home/apt,3900,2,26,0.56,156,28.554378,77.19243,Green & Peaceful
1387,Private Room near Janakpuri,Priya Mishra,Janakpuri,Entire home/apt,1950,3,59,0.63,154,28.621312,77.087314,Developed Residential
1388,Peaceful Retreat near Noida Sector 62,Aditya Agarwal,Noida Sector 62,Private room,2100,1,8,0.42,183,28.611629,77.360022,Corporate/Developed Area
1389,Modern Stay near Karol Bagh,Ankit Mehta,Karol Bagh,Entire home/apt,3150,1,17,0.14,25,28.651954,77.188302,Market Area
1390,Cozy Ghaziabad Vaishali Studio,Rohit Kumar,Ghaziabad Vaishali,Hotel room,1250,2,7,0.87,235,28.629826,77.33743,Market Area
1391,Modern Stay near Uttam Nagar,Riya Kumar,Uttam Nagar,Entire home/apt,1600,1,31,0.26,282,28.619481,77.063227,Dense/Chawl-type Area
1392,Comfortable Home in Ghaziabad Vaishali,Neha Chauhan,Ghaziabad Vaishali,Private room,1550,1,22,0.15,130,28.646503,77.341721,Market Area
1393,Modern Stay near Gurgaon Cyber City,Nisha Gupta,Gurgaon Cyber City,Entire home/apt,4000,2,61,0.44,102,28.511416,77.092413,Corporate/Developed Area
1394,Modern Stay near Hauz Khas,Megha Jain,Hauz Khas,Private room,2200,2,42,0.26,229,28.549748,77.189213,Green & Peaceful
1395,Family Home in Gurgaon DLF Phase 2,Riya Bansal,Gurgaon DLF Phase 2,Private room,2700,7,12,0.63,279,28.474101,77.089936,Market Area
1396,Cozy Noida Sector 137 Studio,Varun Saini,Noida Sector 137,Entire home/apt,2350,1,17,0.86,236,28.512392,77.399755,Developed Residential
1397,Comfortable Home in Gurgaon DLF Phase 2,Manish Agarwal,Gurgaon DLF Phase 2,Entire home/apt,4000,2,44,0.1,85,28.483572,77.087565,Market Area
1398,Budget Stay around Noida Sector 137,Simran Jain,Noida Sector 137,Entire home/apt,2450,3,23,0.36,184,28.511525,77.419286,Developed Residential
1399,Modern Stay near Vikaspuri,Ankit Sharma,Vikaspuri,Entire home/apt,3150,1,25,0.04,149,28.635953,77.069618,Developed Residential
1400,Peaceful Retreat near Mahipalpur,Riya Singh,Mahipalpur,Private room,1250,14,28,0.33,118,28.552514,77.118755,Dense/Chawl-type Area
1401,Premium Stay - Karol Bagh,Manish Saini,Karol Bagh,Entire home/apt,3100,2,13,0.62,106,28.657921,77.180401,Market Area
1402,City Stay - Lajpat Nagar,Megha Kumar,Lajpat Nagar,Entire home/apt,3600,3,23,0.19,149,28.572491,77.246417,Market Area
1403,Modern Stay near Hauz Khas,Karan Singh,Hauz Khas,Entire home/apt,3650,2,36,0.25,173,28.544536,77.194466,Green & Peaceful
1404,Family Home in Noida Sector 137,Rohit Malhotra,Noida Sector 137,Private room,1900,5,16,1.84,109,28.505359,77.403775,Developed Residential
1405,Private Room near Gurgaon Cyber City,Megha Mishra,Gurgaon Cyber City,Entire home/apt,4000,1,23,0.75,63,28.508575,77.085972,Corporate/Developed Area
1406,Bright Apartment in Noida Sector 62,Rahul Sharma,Noida Sector 62,Entire home/apt,2450,2,53,0.58,146,28.624159,77.358416,Corporate/Developed Area
1407,Modern Stay near Uttam Nagar,Amit Malhotra,Uttam Nagar,Entire home/apt,1100,1,12,1.2,172,28.62353,77.066383,Dense/Chawl-type Area
1408,Family Home in Faridabad Sector 15,Karan Mishra,Faridabad Sector 15,Entire home/apt,1350,1,22,0.22,365,28.408949,77.318269,Developed Residential
1409,Modern Stay near Gurgaon Cyber City,Varun Singh,Gurgaon Cyber City,Entire home/apt,4000,1,34,0.6,159,28.493584,77.08606,Corporate/Developed Area
1410,Comfortable Home in Dwarka,Amit Singh,Dwarka,Entire home/apt,2950,1,96,0.01,177,28.591598,77.054336,Developed Residential
1411,Private Room near Uttam Nagar,Karan Verma,Uttam Nagar,Entire home/apt,1200,2,42,0.23,322,28.624963,77.068383,Dense/Chawl-type Area
1412,Budget Stay around Saket,Priya Kumar,Saket,Private room,1550,1,42,0.79,200,28.535415,77.196529,Developed Residential
1413,City Stay - Rajendra Place,Varun Mehta,Rajendra Place,Entire home/apt,2850,5,26,0.26,87,28.645462,77.175909,Developed Residential
1414,Premium Stay - Green Park,Neha Agarwal,Green Park,Hotel room,4000,1,56,0.96,175,28.575628,77.209836,Green & Peaceful
1415,Bright Apartment in Saket,Nisha Gupta,Saket,Private room,2550,2,73,0.57,286,28.53169,77.218005,Developed Residential
1416,Comfortable Home in Paharganj,Nisha Chauhan,Paharganj,Entire home/apt,2750,1,3,0.51,356,28.649956,77.211236,Dense/Chawl-type Area
1417,City Stay - Gurgaon Sector 47,Shreya Sharma,Gurgaon Sector 47,Entire home/apt,3550,1,27,0.64,244,28.421719,77.042648,Developed Residential
1418,City Stay - Green Park,Shreya Mehta,Green Park,Private room,2400,2,27,0.1,220,28.558425,77.214453,Green & Peaceful
1419,City Stay - Saket,Vikas Mishra,Saket,Private room,2500,2,15,0.63,278,28.528694,77.204241,Developed Residential
1420,Comfortable Home in Hauz Khas,Aditya Sharma,Hauz Khas,Private room,2800,3,87,0.88,257,28.545209,77.18554,Green & Peaceful
1421,Bright Apartment in Gurgaon Cyber City,Priya Verma,Gurgaon Cyber City,Private room,2550,7,8,0.66,108,28.498309,77.093355,Corporate/Developed Area
1422,Family Home in South Extension,Megha Malhotra,South Extension,Private room,2900,1,34,0.06,187,28.569045,77.220765,Market Area
1423,Cozy Noida Sector 137 Studio,Vikas Kapoor,Noida Sector 137,Entire home/apt,2550,3,45,1.25,292,28.525194,77.403065,Developed Residential
1424,Premium Stay - Gurgaon Golf Course Road,Nisha Mishra,Gurgaon Golf Course Road,Private room,3550,2,35,0.63,291,28.462383,77.102762,Developed Residential
1425,Private Room near Gurgaon Cyber City,Manish Kapoor,Gurgaon Cyber City,Entire home/apt,4000,1,41,0.2,194,28.504048,77.092068,Corporate/Developed Area
1426,Peaceful Retreat near South Extension,Aditya Jain,South Extension,Private room,2750,4,40,0.07,340,28.561598,77.226941,Market Area
1427,Modern Stay near Rajendra Place,Varun Kumar,Rajendra Place,Private room,1250,1,12,0.15,224,28.652116,77.19247,Developed Residential
1428,Cozy Green Park Studio,Nisha Jain,Green Park,Hotel room,3300,1,16,1.25,67,28.554919,77.195602,Green & Peaceful
1429,Premium Stay - Lajpat Nagar,Deepak Bansal,Lajpat Nagar,Private room,1450,1,35,0.53,245,28.571129,77.251627,Market Area
1430,Family Home in Paharganj,Aditya Agarwal,Paharganj,Entire home/apt,2900,2,25,0.49,5,28.648064,77.21517,Dense/Chawl-type Area
1431,Private Room near Noida Sector 75,Rahul Verma,Noida Sector 75,Entire home/apt,2300,1,56,0.34,193,28.562392,77.396177,Developed Residential
1432,Peaceful Retreat near Uttam Nagar,Ankit Gupta,Uttam Nagar,Private room,1150,1,40,0.23,31,28.628062,77.071653,Dense/Chawl-type Area
1433,Cozy Gurgaon Golf Course Road Studio,Pooja Gupta,Gurgaon Golf Course Road,Private room,3400,1,69,0.1,235,28.462364,77.101305,Developed Residential
1434,Budget Stay around Lajpat Nagar,Manish Verma,Lajpat Nagar,Entire home/apt,2600,2,7,0.25,172,28.563767,77.246295,Market Area
1435,Comfortable Home in Noida Sector 137,Pooja Mishra,Noida Sector 137,Entire home/apt,1950,1,54,1.28,237,28.510518,77.416684,Developed Residential
1436,Bright Apartment in Noida Sector 137,Simran Kumar,Noida Sector 137,Private room,1450,2,25,1.24,229,28.524638,77.409135,Developed Residential
1437,Budget Stay around Connaught Place,Neha Verma,Connaught Place,Private room,2450,2,87,0.35,232,28.636725,77.221161,Market Area
1438,Premium Stay - Gurgaon DLF Phase 2,Megha Malhotra,Gurgaon DLF Phase 2,Entire home/apt,4000,3,8,0.56,151,28.478489,77.094569,Market Area
1439,City Stay - Mehrauli,Riya Mishra,Mehrauli,Private room,1550,1,31,0.22,231,28.522931,77.183431,Dense/Chawl-type Area
1440,Cozy Lajpat Nagar Studio,Deepak Mehta,Lajpat Nagar,Entire home/apt,2750,4,120,0.29,128,28.562995,77.233322,Market Area
1441,Premium Stay - Mehrauli,Simran Bansal,Mehrauli,Entire home/apt,2450,3,54,0.18,207,28.522808,77.178687,Dense/Chawl-type Area
1442,Budget Stay around Uttam Nagar,Manish Verma,Uttam Nagar,Private room,1300,1,76,0.42,122,28.62039,77.065414,Dense/Chawl-type Area
1443,Family Home in Ghaziabad Vaishali,Rahul Gupta,Ghaziabad Vaishali,Private room,1050,2,15,0.28,221,28.651678,77.335159,Market Area
1444,Modern Stay near Uttam Nagar,Aditya Bansal,Uttam Nagar,Entire home/apt,1700,1,29,1.49,208,28.618642,77.056661,Dense/Chawl-type Area
1445,Modern Stay near Noida Sector 75,Priya Bansal,Noida Sector 75,Private room,1450,3,18,0.2,124,28.560928,77.391112,Developed Residential
1446,Premium Stay - Defence Colony,Karan Mishra,Defence Colony,Private room,2800,1,92,0.63,194,28.569582,77.223493,Green & Peaceful
1447,Budget Stay around Dwarka,Sanjay Jain,Dwarka,Private room,2150,3,28,0.62,263,28.595334,77.044068,Developed Residential
1448,Private Room near Gurgaon DLF Phase 2,Arjun Malhotra,Gurgaon DLF Phase 2,Shared room,1700,1,18,0.2,178,28.473126,77.088548,Market Area
1449,Private Room near Noida Sector 62,Aditya Bansal,Noida Sector 62,Private room,2000,7,85,1.47,296,28.627248,77.36823,Corporate/Developed Area
1450,City Stay - Paharganj,Rohit Gupta,Paharganj,Private room,1300,3,32,0.36,61,28.634988,77.221136,Dense/Chawl-type Area
1451,Family Home in Connaught Place,Nisha Gupta,Connaught Place,Private room,3000,2,33,0.29,298,28.634621,77.21663,Market Area
1452,Budget Stay around Ghaziabad Vaishali,Simran Agarwal,Ghaziabad Vaishali,Hotel room,2200,3,21,0.2,218,28.642711,77.343195,Market Area
1453,Bright Apartment in Paharganj,Rohit Malhotra,Paharganj,Private room,1100,1,7,0.8,286,28.652727,77.203317,Dense/Chawl-type Area
1454,Private Room near Rajendra Place,Vikas Sharma,Rajendra Place,Private room,1500,7,26,0.22,246,28.633934,77.176481,Developed Residential
1455,Bright Apartment in Rajendra Place,Arjun Jain,Rajendra Place,Entire home/apt,3850,1,54,0.26,144,28.641614,77.158023,Developed Residential
1456,City Stay - Saket,Amit Chauhan,Saket,Private room,1950,1,41,0.17,220,28.525061,77.196858,Developed Residential
1457,Private Room near Noida Sector 62,Karan Kumar,Noida Sector 62,Entire home/apt,3100,2,28,0.74,65,28.628987,77.367941,Corporate/Developed Area
1458,Peaceful Retreat near Dwarka,Priya Mishra,Dwarka,Private room,1550,3,13,1.89,216,28.594428,77.04125,Developed Residential
1459,Private Room near Paharganj,Rahul Kumar,Paharganj,Private room,1850,3,8,0.19,212,28.633614,77.226468,Dense/Chawl-type Area
1460,Budget Stay around Noida Sector 137,Riya Kumar,Noida Sector 137,Shared room,850,3,72,0.22,91,28.511189,77.392953,Developed Residential
1461,Modern Stay near Ghaziabad Vaishali,Simran Agarwal,Ghaziabad Vaishali,Entire home/apt,2250,1,40,0.33,215,28.637097,77.335879,Market Area
1462,Peaceful Retreat near Gurgaon Cyber City,Pooja Mehta,Gurgaon Cyber City,Private room,3500,3,13,2.11,202,28.492571,77.10082,Corporate/Developed Area
1463,Private Room near Karol Bagh,Manish Saini,Karol Bagh,Private room,1650,2,75,1.43,285,28.655126,77.197957,Market Area
1464,Bright Apartment in Saket,Deepak Mishra,Saket,Entire home/apt,4000,2,58,0.29,119,28.519873,77.209596,Developed Residential
1465,Comfortable Home in Gurgaon Cyber City,Rohit Kapoor,Gurgaon Cyber City,Private room,2450,1,29,0.23,237,28.490842,77.092459,Corporate/Developed Area
1466,Premium Stay - Gurgaon Cyber City,Neha Kumar,Gurgaon Cyber City,Private room,2600,1,50,1.06,152,28.489444,77.081609,Corporate/Developed Area
1467,Premium Stay - Dwarka,Nisha Gupta,Dwarka,Entire home/apt,2150,2,72,0.82,210,28.582989,77.055911,Developed Residential
1468,Comfortable Home in Gurgaon DLF Phase 2,Aditya Sharma,Gurgaon DLF Phase 2,Private room,3000,1,31,1.34,336,28.483475,77.095899,Market Area
1469,Peaceful Retreat near Gurgaon Golf Course Road,Pooja Jain,Gurgaon Golf Course Road,Entire home/apt,4000,1,38,0.16,304,28.457453,77.113825,Developed Residential
1470,Cozy Noida Sector 62 Studio,Rohit Singh,Noida Sector 62,Private room,1800,2,44,0.42,326,28.620072,77.365042,Corporate/Developed Area
1471,Bright Apartment in Mahipalpur,Shreya Sharma,Mahipalpur,Entire home/apt,2300,2,53,0.68,341,28.552982,77.114487,Dense/Chawl-type Area
1472,Bright Apartment in Saket,Pooja Kumar,Saket,Private room,2750,1,28,0.94,264,28.529081,77.215389,Developed Residential
1473,Budget Stay around Greater Kailash,Shreya Kapoor,Greater Kailash,Entire home/apt,4000,1,19,0.77,9,28.550001,77.249911,Developed Residential
1474,Cozy Rajendra Place Studio,Priya Agarwal,Rajendra Place,Entire home/apt,2650,1,60,0.93,166,28.641256,77.17833,Developed Residential
1475,Private Room near Paharganj,Vikas Chauhan,Paharganj,Entire home/apt,2700,3,28,0.56,365,28.646298,77.212117,Dense/Chawl-type Area
1476,Comfortable Home in Ghaziabad Indirapuram,Simran Mehta,Ghaziabad Indirapuram,Private room,1400,4,6,0.74,222,28.640305,77.376887,Developed Residential
1477,Premium Stay - Chattarpur,Varun Bansal,Chattarpur,Shared room,1150,1,11,0.29,34,28.508806,77.177166,Green & Peaceful
1478,Comfortable Home in South Extension,Sanjay Chauhan,South Extension,Entire home/apt,3550,1,106,0.9,28,28.564011,77.221155,Market Area
1479,Modern Stay near Uttam Nagar,Arjun Saini,Uttam Nagar,Entire home/apt,1750,3,41,1.01,35,28.628087,77.060242,Dense/Chawl-type Area
1480,Budget Stay around Gurgaon DLF Phase 2,Karan Sharma,Gurgaon DLF Phase 2,Private room,2900,4,7,0.39,234,28.484835,77.095816,Market Area
1481,Family Home in Vikaspuri,Rohit Gupta,Vikaspuri,Private room,1500,3,103,0.77,206,28.640536,77.068392,Developed Residential
1482,Peaceful Retreat near Karol Bagh,Pooja Mishra,Karol Bagh,Entire home/apt,3100,3,45,0.48,122,28.651305,77.187193,Market Area
1483,Peaceful Retreat near Vasant Kunj,Vikas Agarwal,Vasant Kunj,Entire home/apt,3250,7,22,0.06,347,28.529662,77.162856,Developed Residential
1484,Budget Stay around Dwarka,Arjun Agarwal,Dwarka,Entire home/apt,2800,5,62,0.47,220,28.598079,77.051334,Developed Residential
1485,Cozy Gurgaon DLF Phase 2 Studio,Deepak Sharma,Gurgaon DLF Phase 2,Private room,2800,14,13,0.06,155,28.475498,77.099529,Market Area
1486,Comfortable Home in Vasant Kunj,Varun Jain,Vasant Kunj,Private room,2150,1,14,0.26,230,28.535005,77.150597,Developed Residential
1487,Cozy Connaught Place Studio,Ankit Bansal,Connaught Place,Private room,2500,3,81,0.34,149,28.650343,77.215802,Market Area
1488,Family Home in Mehrauli,Vikas Kumar,Mehrauli,Private room,1850,1,111,0.39,5,28.52251,77.18542,Dense/Chawl-type Area
1489,City Stay - Karol Bagh,Karan Saini,Karol Bagh,Private room,1650,1,92,1.17,301,28.658025,77.18762,Market Area
1490,Budget Stay around Old Delhi,Manish Jain,Old Delhi,Hotel room,1500,2,30,0.21,83,28.653287,77.231964,Dense/Chawl-type Area
1491,City Stay - Vikaspuri,Sanjay Mehta,Vikaspuri,Entire home/apt,2250,3,59,0.81,294,28.637661,77.066989,Developed Residential
1492,City Stay - Mahipalpur,Pooja Mehta,Mahipalpur,Entire home/apt,2250,1,28,0.48,185,28.551741,77.129003,Dense/Chawl-type Area
1493,Family Home in Saket,Deepak Mishra,Saket,Shared room,1200,5,61,0.3,319,28.51864,77.208792,Developed Residential
1494,Modern Stay near Uttam Nagar,Nisha Bansal,Uttam Nagar,Entire home/apt,1350,1,24,0.09,365,28.62886,77.058378,Dense/Chawl-type Area
1495,Bright Apartment in Gurgaon Cyber City,Amit Kapoor,Gurgaon Cyber City,Entire home/apt,4000,3,60,0.39,216,28.502423,77.096873,Corporate/Developed Area
1496,Family Home in Noida Sector 75,Megha Agarwal,Noida Sector 75,Entire home/apt,2100,1,28,0.46,294,28.563938,77.380374,Developed Residential
1497,City Stay - Noida Sector 18,Simran Kumar,Noida Sector 18,Entire home/apt,3150,2,27,0.2,243,28.57572,77.331677,Market Area
1498,Modern Stay near Paharganj,Priya Mehta,Paharganj,Entire home/apt,1850,1,26,0.75,217,28.638516,77.21677,Dense/Chawl-type Area
1499,Bright Apartment in Uttam Nagar,Riya Kumar,Uttam Nagar,Entire home/apt,1900,1,34,1.35,132,28.618024,77.072333,Dense/Chawl-type Area
1500,City Stay - Lajpat Nagar,Arjun Kumar,Lajpat Nagar,Private room,1550,1,32,0.06,124,28.567547,77.247441,Market Area
1501,Premium Stay - Faridabad Sector 15,Pooja Gupta,Faridabad Sector 15,Private room,1250,4,54,0.25,198,28.403141,77.31645,Developed Residential
1502,Cozy Lajpat Nagar Studio,Vikas Jain,Lajpat Nagar,Entire home/apt,2750,1,2,1.34,208,28.562857,77.244965,Market Area
1503,Bright Apartment in Noida Sector 137,Simran Malhotra,Noida Sector 137,Private room,1400,1,41,0.84,87,28.515831,77.400401,Developed Residential
1504,Cozy Ghaziabad Indirapuram Studio,Rahul Saini,Ghaziabad Indirapuram,Entire home/apt,1650,2,68,0.36,198,28.64108,77.385137,Developed Residential
1505,City Stay - Paharganj,Varun Kumar,Paharganj,Private room,1100,2,8,0.53,82,28.646867,77.220087,Dense/Chawl-type Area
1506,Budget Stay around Ghaziabad Indirapuram,Manish Malhotra,Ghaziabad Indirapuram,Entire home/apt,2450,1,8,0.88,60,28.646833,77.377912,Developed Residential
1507,Family Home in Janakpuri,Rohit Bansal,Janakpuri,Entire home/apt,2200,5,13,0.45,282,28.619979,77.084558,Developed Residential
1508,Peaceful Retreat near Ghaziabad Vaishali,Pooja Chauhan,Ghaziabad Vaishali,Entire home/apt,2000,1,18,0.23,365,28.650368,77.33729,Market Area
1509,Private Room near Gurgaon DLF Phase 2,Megha Agarwal,Gurgaon DLF Phase 2,Entire home/apt,3700,3,27,0.36,236,28.477192,77.089121,Market Area
1510,City Stay - Dwarka,Sanjay Kapoor,Dwarka,Entire home/apt,2850,4,106,0.56,328,28.599193,77.051903,Developed Residential
1511,Premium Stay - Faridabad Sector 15,Ankit Mishra,Faridabad Sector 15,Private room,1400,7,10,0.64,17,28.417946,77.315348,Developed Residential
1512,Modern Stay near Ghaziabad Vaishali,Ankit Kumar,Ghaziabad Vaishali,Hotel room,2200,1,29,0.11,274,28.656834,77.330168,Market Area
1513,City Stay - Lajpat Nagar,Varun Gupta,Lajpat Nagar,Entire home/apt,2950,2,8,0.2,332,28.572001,77.231947,Market Area
1514,Comfortable Home in Gurgaon Golf Course Road,Megha Yadav,Gurgaon Golf Course Road,Private room,2550,5,34,0.72,216,28.46254,77.097595,Developed Residential
1515,Modern Stay near Mehrauli,Riya Agarwal,Mehrauli,Private room,1900,1,64,0.31,180,28.518626,77.190068,Dense/Chawl-type Area
1516,Peaceful Retreat near Gurgaon Sector 47,Vikas Chauhan,Gurgaon Sector 47,Private room,2800,14,11,0.02,194,28.425291,77.046787,Developed Residential
1517,Bright Apartment in Vikaspuri,Karan Malhotra,Vikaspuri,Private room,1400,3,52,1.11,291,28.643254,77.069953,Developed Residential
1518,Family Home in Janakpuri,Sanjay Kumar,Janakpuri,Entire home/apt,2000,4,58,0.89,239,28.631915,77.082494,Developed Residential
1519,Modern Stay near Noida Sector 137,Karan Mehta,Noida Sector 137,Private room,1350,4,6,0.53,204,28.514975,77.404408,Developed Residential
1520,Family Home in Hauz Khas,Varun Sharma,Hauz Khas,Entire home/apt,4000,7,33,0.33,286,28.550564,77.213641,Green & Peaceful
1521,Modern Stay near Janakpuri,Aditya Bansal,Janakpuri,Private room,1600,4,73,0.68,97,28.625286,77.098311,Developed Residential
1522,Peaceful Retreat near Faridabad Sector 15,Varun Jain,Faridabad Sector 15,Entire home/apt,2200,1,27,0.22,250,28.410624,77.314159,Developed Residential
1523,Budget Stay around Green Park,Deepak Verma,Green Park,Private room,2300,3,11,1.11,196,28.559267,77.201026,Green & Peaceful
1524,Budget Stay around Gurgaon Cyber City,Deepak Kumar,Gurgaon Cyber City,Private room,3550,2,44,1.21,186,28.495209,77.089625,Corporate/Developed Area
1525,Comfortable Home in Noida Sector 75,Rohit Mishra,Noida Sector 75,Private room,1800,2,39,0.31,233,28.572045,77.393298,Developed Residential
1526,Bright Apartment in Connaught Place,Rahul Singh,Connaught Place,Entire home/apt,4000,2,107,0.22,289,28.631906,77.20548,Market Area
1527,Private Room near Connaught Place,Manish Bansal,Connaught Place,Private room,2900,1,17,0.06,148,28.634876,77.210832,Market Area
1528,Comfortable Home in Ghaziabad Indirapuram,Rahul Chauhan,Ghaziabad Indirapuram,Private room,850,1,21,1.24,98,28.639482,77.367355,Developed Residential
1529,Bright Apartment in Karol Bagh,Neha Mehta,Karol Bagh,Entire home/apt,2450,1,90,0.45,302,28.648609,77.187332,Market Area
1530,Cozy Vasant Kunj Studio,Ankit Chauhan,Vasant Kunj,Entire home/apt,3500,1,57,1.28,69,28.531774,77.145913,Developed Residential
1531,City Stay - Vasant Kunj,Amit Mehta,Vasant Kunj,Entire home/apt,3300,3,17,0.96,236,28.523049,77.163545,Developed Residential
1532,Comfortable Home in Paharganj,Pooja Yadav,Paharganj,Entire home/apt,2050,1,13,0.77,166,28.646806,77.207819,Dense/Chawl-type Area
1533,Comfortable Home in Faridabad Sector 15,Aditya Yadav,Faridabad Sector 15,Entire home/apt,1950,1,8,0.19,47,28.419777,77.312162,Developed Residential
1534,Modern Stay near Lajpat Nagar,Varun Yadav,Lajpat Nagar,Entire home/apt,2350,1,93,0.5,217,28.570032,77.253778,Market Area
1535,Budget Stay around Chattarpur,Rahul Bansal,Chattarpur,Hotel room,3250,2,60,0.77,233,28.495233,77.168272,Green & Peaceful
1536,Budget Stay around Gurgaon Golf Course Road,Manish Malhotra,Gurgaon Golf Course Road,Private room,2350,5,58,0.24,266,28.441913,77.111839,Developed Residential
1537,Cozy Gurgaon Sector 47 Studio,Varun Malhotra,Gurgaon Sector 47,Entire home/apt,3100,1,36,0.63,87,28.430352,77.046799,Developed Residential
1538,Peaceful Retreat near Vikaspuri,Rohit Kapoor,Vikaspuri,Entire home/apt,2200,7,67,0.29,223,28.630646,77.061985,Developed Residential
1539,Bright Apartment in Saket,Sanjay Sharma,Saket,Entire home/apt,3300,5,12,0.3,225,28.526926,77.206504,Developed Residential
1540,Cozy Noida Sector 62 Studio,Deepak Singh,Noida Sector 62,Entire home/apt,2400,2,50,0.13,142,28.636946,77.364507,Corporate/Developed Area
1541,Peaceful Retreat near Dwarka,Amit Agarwal,Dwarka,Entire home/apt,3000,5,48,0.82,283,28.590344,77.034066,Developed Residential
1542,Bright Apartment in Faridabad Sector 15,Vikas Saini,Faridabad Sector 15,Entire home/apt,2250,1,71,0.62,181,28.41391,77.322899,Developed Residential
1543,Modern Stay near Green Park,Karan Gupta,Green Park,Entire home/apt,4000,1,83,0.22,292,28.555589,77.209713,Green & Peaceful
1544,Family Home in Dwarka,Nisha Kapoor,Dwarka,Entire home/apt,3000,3,18,0.18,307,28.600038,77.040726,Developed Residential
1545,Modern Stay near Noida Sector 137,Karan Gupta,Noida Sector 137,Private room,1450,1,8,0.59,134,28.50928,77.405458,Developed Residential
1546,City Stay - Old Delhi,Rohit Kumar,Old Delhi,Private room,1450,7,10,0.54,103,28.66097,77.243664,Dense/Chawl-type Area
1547,Premium Stay - Karol Bagh,Shreya Saini,Karol Bagh,Private room,1750,4,46,0.43,337,28.641529,77.188212,Market Area
1548,Bright Apartment in Saket,Simran Kapoor,Saket,Entire home/apt,4000,4,43,0.82,173,28.516216,77.208749,Developed Residential
1549,Comfortable Home in Hauz Khas,Manish Jain,Hauz Khas,Hotel room,4000,4,54,0.09,5,28.550693,77.207095,Green & Peaceful
1550,Private Room near Paharganj,Riya Jain,Paharganj,Entire home/apt,2050,1,29,0.27,334,28.651181,77.216637,Dense/Chawl-type Area
1551,Peaceful Retreat near Mahipalpur,Sanjay Yadav,Mahipalpur,Private room,1050,1,39,0.46,128,28.548394,77.117396,Dense/Chawl-type Area
1552,Budget Stay around Saket,Ankit Jain,Saket,Private room,2550,1,13,0.36,38,28.526266,77.189462,Developed Residential
1553,Peaceful Retreat near Chattarpur,Amit Singh,Chattarpur,Private room,1700,1,31,1.79,11,28.498823,77.195307,Green & Peaceful
1554,Cozy Mahipalpur Studio,Rahul Singh,Mahipalpur,Private room,1300,1,4,0.12,236,28.552756,77.130806,Dense/Chawl-type Area
1555,Comfortable Home in Ghaziabad Vaishali,Aditya Kapoor,Ghaziabad Vaishali,Private room,1600,7,40,0.45,365,28.650885,77.345855,Market Area
1556,Cozy Faridabad Sector 15 Studio,Priya Chauhan,Faridabad Sector 15,Shared room,650,1,11,0.09,141,28.416664,77.318877,Developed Residential
