id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type,state,adjusted_price,review_scores_rating,cleanliness_rating,distance_to_metro_km,amenities_count,host_is_superhost,instant_bookable,greenery_score
1146,Modern Stay near Dwarka,Neha Mehta,Dwarka,Hotel room,2900,1,93,0.41,255,28.589857,77.038836,Developed Residential,Delhi,3770,4.85,3.7,0.42,17,t,t,9.3
1147,Family Home in Vikaspuri,Vikas Singh,Vikaspuri,Entire home/apt,1850,1,4,0.15,365,28.642975,77.065549,Developed Residential,Delhi,2960,4.76,4.2,1.06,7,f,t,8.9
1148,Family Home in Gurgaon Sector 47,Sanjay Mishra,Gurgaon Sector 47,Private room,2150,1,31,0.42,136,28.421524,77.04303,Developed Residential,Haryana,1935,4.59,4.1,1.0,8,f,f,8.3
1149,Family Home in Faridabad Sector 15,Manish Gupta,Faridabad Sector 15,Private room,1150,1,87,1.04,215,28.402034,77.318217,Developed Residential,Haryana,1035,4.82,4.4,1.38,24,t,t,9.2
1150,Peaceful Retreat near Vasant Kunj,Rahul Yadav,Vasant Kunj,Private room,2200,1,19,0.58,88,28.525859,77.165787,Developed Residential,Delhi,1980,4.84,5.0,3.71,19,f,f,9.2
1151,Cozy Old Delhi Studio,Pooja Yadav,Old Delhi,Private room,1150,1,17,0.68,244,28.657668,77.245778,Dense/Chawl-type Area,Delhi,1035,4.65,4.7,1.24,19,f,t,8.5
1152,Premium Stay - Gurgaon Cyber City,Aditya Chauhan,Gurgaon Cyber City,Entire home/apt,4000,3,63,0.33,252,28.49476,77.098198,Corporate/Developed Area,Haryana,6400,4.8,4.1,1.13,17,t,t,9.1
1153,Premium Stay - Noida Sector 137,Arjun Bansal,Noida Sector 137,Entire home/apt,2650,2,25,0.12,118,28.510196,77.408434,Developed Residential,Uttar Pradesh,4240,4.64,4.7,0.26,13,f,t,8.5
1154,City Stay - Mahipalpur,Ankit Chauhan,Mahipalpur,Private room,1200,1,15,0.66,365,28.552556,77.137219,Dense/Chawl-type Area,Delhi,1080,4.62,3.8,0.28,14,f,t,8.4
1155,City Stay - Gurgaon DLF Phase 2,Karan Bansal,Gurgaon DLF Phase 2,Entire home/apt,4000,4,63,0.53,64,28.478599,77.107433,Market Area,Haryana,6400,4.54,3.5,0.45,16,f,f,8.2
1156,Modern Stay near Noida Sector 62,Deepak Jain,Noida Sector 62,Private room,1450,14,54,0.24,308,28.62771,77.358204,Corporate/Developed Area,Uttar Pradesh,1305,4.7,3.8,0.24,18,t,f,8.7
1157,Budget Stay around Saket,Rahul Yadav,Saket,Private room,1900,2,96,0.51,181,28.521335,77.215163,Developed Residential,Delhi,1710,3.99,4.0,1.83,5,f,f,6.2
1158,Comfortable Home in Noida Sector 75,Rohit Kumar,Noida Sector 75,Private room,1600,1,25,0.99,164,28.571332,77.3955,Developed Residential,Uttar Pradesh,1440,4.86,4.3,1.74,18,f,t,9.3
1159,Comfortable Home in Lajpat Nagar,Rahul Singh,Lajpat Nagar,Entire home/apt,2800,1,12,1.12,49,28.58284,77.239759,Market Area,Delhi,4480,4.85,4.4,0.38,18,f,t,9.2
1160,Peaceful Retreat near Janakpuri,Riya Mishra,Janakpuri,Entire home/apt,2400,2,73,0.07,234,28.620801,77.08931,Developed Residential,Delhi,3840,3.84,4.9,2.37,12,f,f,5.6
1161,Comfortable Home in Dwarka,Nisha Mehta,Dwarka,Hotel room,2800,7,46,0.18,171,28.597518,77.047305,Developed Residential,Delhi,3640,4.79,4.3,0.4,20,t,f,9.1
1162,City Stay - Noida Sector 18,Aditya Agarwal,Noida Sector 18,Entire home/apt,3550,1,6,0.02,216,28.562331,77.311727,Market Area,Uttar Pradesh,5680,3.95,4.3,0.63,18,f,t,6.1
1163,Private Room near Gurgaon DLF Phase 2,Manish Malhotra,Gurgaon DLF Phase 2,Private room,3300,2,65,0.51,185,28.483651,77.098203,Market Area,Haryana,2970,4.2,3.6,0.54,5,f,f,6.9
1164,Modern Stay near South Extension,Neha Agarwal,South Extension,Entire home/apt,3800,4,30,0.99,120,28.574016,77.219608,Market Area,Delhi,6080,4.69,3.6,0.76,20,f,f,8.7
1165,City Stay - Noida Sector 75,Nisha Kapoor,Noida Sector 75,Shared room,950,7,38,0.92,230,28.578071,77.376256,Developed Residential,Uttar Pradesh,475,3.99,4.3,0.55,22,f,t,6.2
1166,Private Room near Uttam Nagar,Sanjay Mehta,Uttam Nagar,Private room,950,1,20,0.82,37,28.626905,77.068052,Dense/Chawl-type Area,Delhi,855,4.78,4.2,1.01,11,f,f,9.0
1167,Cozy Ghaziabad Vaishali Studio,Riya Bansal,Ghaziabad Vaishali,Entire home/apt,2700,2,5,0.44,9,28.644199,77.3391,Market Area,Uttar Pradesh,4320,4.8,4.8,0.83,19,f,t,9.1
1168,Private Room near Connaught Place,Neha Saini,Connaught Place,Entire home/apt,4000,1,16,0.08,298,28.640201,77.215394,Market Area,Delhi,6400,4.41,3.7,5.37,21,f,f,7.7
1169,Modern Stay near Dwarka,Sanjay Mishra,Dwarka,Private room,2150,1,19,1.48,157,28.586018,77.042222,Developed Residential,Delhi,1935,3.81,3.5,0.27,23,f,t,5.5
1170,Peaceful Retreat near Vasant Kunj,Megha Malhotra,Vasant Kunj,Private room,1800,3,19,1.07,313,28.522444,77.163497,Developed Residential,Delhi,1620,4.14,4.2,0.38,17,f,f,6.7
1171,Peaceful Retreat near South Extension,Manish Mishra,South Extension,Private room,2800,4,120,0.45,260,28.558572,77.221926,Market Area,Delhi,2520,4.54,3.9,0.27,13,f,t,8.2
1172,Bright Apartment in Gurgaon Golf Course Road,Varun Kumar,Gurgaon Golf Course Road,Entire home/apt,4000,2,12,0.36,33,28.451588,77.105117,Developed Residential,Haryana,6400,4.98,3.6,1.38,19,f,f,9.7
1173,Premium Stay - Vikaspuri,Karan Chauhan,Vikaspuri,Entire home/apt,2500,7,20,0.67,293,28.636844,77.065363,Developed Residential,Delhi,4000,4.56,4.6,0.27,7,f,t,8.2
1174,Family Home in Ghaziabad Vaishali,Aditya Gupta,Ghaziabad Vaishali,Shared room,900,2,13,0.41,211,28.644466,77.332583,Market Area,Uttar Pradesh,450,4.11,3.7,2.37,5,f,f,6.6
1175,Bright Apartment in Lajpat Nagar,Varun Yadav,Lajpat Nagar,Entire home/apt,2850,1,61,0.71,233,28.557766,77.247178,Market Area,Delhi,4560,4.56,4.4,1.06,20,f,f,8.2
1176,Modern Stay near Paharganj,Rohit Sharma,Paharganj,Entire home/apt,2750,3,83,0.21,300,28.663205,77.214081,Dense/Chawl-type Area,Delhi,4400,4.45,3.9,1.1,12,f,f,7.8
1177,Modern Stay near Rajendra Place,Shreya Sharma,Rajendra Place,Entire home/apt,2750,1,32,0.14,260,28.644803,77.185818,Developed Residential,Delhi,4400,4.74,3.8,1.19,17,t,f,8.9
1178,Private Room near Old Delhi,Ankit Mehta,Old Delhi,Entire home/apt,1750,1,23,0.06,5,28.649382,77.23339,Dense/Chawl-type Area,Delhi,2800,3.93,4.1,0.42,12,f,f,6.0
1179,Peaceful Retreat near Gurgaon DLF Phase 2,Amit Malhotra,Gurgaon DLF Phase 2,Entire home/apt,4000,5,53,0.08,347,28.482695,77.097918,Market Area,Haryana,6400,4.71,4.7,0.46,21,t,t,8.8
1180,City Stay - Defence Colony,Rahul Jain,Defence Colony,Entire home/apt,4000,1,88,0.09,201,28.573033,77.227727,Green & Peaceful,Delhi,6400,4.45,4.1,0.66,18,f,t,7.8
1181,City Stay - Dwarka,Ankit Mishra,Dwarka,Entire home/apt,3200,1,61,0.34,353,28.596386,77.052873,Developed Residential,Delhi,5120,4.96,4.6,1.28,11,t,f,9.6
1182,Bright Apartment in Noida Sector 62,Neha Agarwal,Noida Sector 62,Hotel room,1850,1,45,0.15,252,28.620291,77.369832,Corporate/Developed Area,Uttar Pradesh,2405,4.21,3.7,0.48,19,f,t,7.0
1183,Bright Apartment in Old Delhi,Arjun Verma,Old Delhi,Private room,1100,1,35,0.62,52,28.662799,77.231435,Dense/Chawl-type Area,Delhi,990,4.56,4.7,0.35,20,f,f,8.2
1184,Budget Stay around Noida Sector 62,Ankit Sharma,Noida Sector 62,Private room,1500,2,51,0.34,224,28.633198,77.35704,Corporate/Developed Area,Uttar Pradesh,1350,4.92,3.9,4.41,23,t,t,9.5
1185,Peaceful Retreat near Old Delhi,Karan Saini,Old Delhi,Entire home/apt,2050,1,36,1.08,246,28.662768,77.231499,Dense/Chawl-type Area,Delhi,3280,3.92,4.5,0.23,10,f,f,5.9
1186,Modern Stay near Karol Bagh,Manish Agarwal,Karol Bagh,Private room,2050,2,62,0.03,132,28.653421,77.193414,Market Area,Delhi,1845,4.92,4.3,2.15,5,t,f,9.5
1187,Peaceful Retreat near Greater Kailash,Priya Sharma,Greater Kailash,Shared room,2200,1,27,0.32,60,28.546827,77.236586,Developed Residential,Delhi,1100,4.63,4.9,2.06,16,f,f,8.5
1188,Comfortable Home in Mahipalpur,Varun Verma,Mahipalpur,Entire home/apt,1750,7,41,0.68,78,28.549043,77.133567,Dense/Chawl-type Area,Delhi,2800,3.88,4.1,0.62,22,f,f,5.8
1189,Premium Stay - Green Park,Aditya Singh,Green Park,Entire home/apt,3600,2,16,0.18,178,28.561113,77.199832,Green & Peaceful,Delhi,5760,4.16,3.6,0.37,20,f,t,6.8
1190,Cozy Connaught Place Studio,Shreya Sharma,Connaught Place,Entire home/apt,4000,1,128,0.04,196,28.627362,77.216381,Market Area,Delhi,6400,4.65,3.5,0.39,16,f,f,8.5
1191,Modern Stay near Lajpat Nagar,Riya Mishra,Lajpat Nagar,Private room,1850,2,16,0.8,284,28.570758,77.249165,Market Area,Delhi,1665,3.88,4.7,1.63,24,f,t,5.8
1192,Comfortable Home in Noida Sector 137,Manish Saini,Noida Sector 137,Entire home/apt,2900,1,117,0.12,246,28.511049,77.418064,Developed Residential,Uttar Pradesh,4640,4.5,4.3,1.44,17,f,f,8.0
1193,Peaceful Retreat near Noida Sector 75,Varun Verma,Noida Sector 75,Entire home/apt,2300,1,39,0.81,150,28.578195,77.384811,Developed Residential,Uttar Pradesh,3680,4.22,4.7,2.03,12,f,f,7.0
1194,Modern Stay near Faridabad Sector 15,Nisha Verma,Faridabad Sector 15,Private room,1300,4,17,0.44,64,28.412364,77.309095,Developed Residential,Haryana,1170,4.55,3.9,3.53,5,f,f,8.2
1195,Bright Apartment in Aerocity,Priya Chauhan,Aerocity,Entire home/apt,4000,2,0,0.0,126,28.551754,77.092309,Developed Residential,Delhi,6400,3.85,4.0,1.61,11,f,t,5.7
1196,Budget Stay around Lajpat Nagar,Karan Gupta,Lajpat Nagar,Entire home/apt,3150,3,38,0.4,224,28.556648,77.24643,Market Area,Delhi,5040,4.85,3.5,0.4,19,t,t,9.2
1197,Comfortable Home in Dwarka,Rahul Agarwal,Dwarka,Entire home/apt,2450,2,43,0.17,127,28.599051,77.04335,Developed Residential,Delhi,3920,4.97,4.9,0.53,17,t,t,9.7
1198,Family Home in Noida Sector 137,Neha Kapoor,Noida Sector 137,Entire home/apt,3250,2,53,0.42,72,28.517856,77.409324,Developed Residential,Uttar Pradesh,5200,4.96,4.5,2.42,17,t,t,9.7
1199,Comfortable Home in Saket,Amit Bansal,Saket,Entire home/apt,3650,4,62,1.44,155,28.515693,77.204163,Developed Residential,Delhi,5840,4.7,4.9,0.48,13,t,t,8.7
1200,Peaceful Retreat near Noida Sector 62,Shreya Chauhan,Noida Sector 62,Shared room,950,1,55,0.52,5,28.622536,77.355433,Corporate/Developed Area,Uttar Pradesh,475,3.96,3.9,0.29,19,f,f,6.1
1201,Budget Stay around Hauz Khas,Rahul Jain,Hauz Khas,Hotel room,4000,2,51,0.42,146,28.554125,77.196221,Green & Peaceful,Delhi,5200,4.71,4.4,1.66,8,t,t,8.8
1202,Private Room near Hauz Khas,Simran Agarwal,Hauz Khas,Private room,2800,1,54,1.11,252,28.546224,77.208418,Green & Peaceful,Delhi,2520,3.83,4.5,0.82,17,f,f,5.6
1203,Modern Stay near Noida Sector 62,Pooja Verma,Noida Sector 62,Private room,2050,2,7,0.9,193,28.626527,77.372733,Corporate/Developed Area,Uttar Pradesh,1845,3.83,4.0,3.23,16,f,f,5.6
1204,Modern Stay near Paharganj,Rahul Yadav,Paharganj,Private room,1250,1,8,1.16,364,28.630736,77.218195,Dense/Chawl-type Area,Delhi,1125,4.19,4.8,1.46,9,f,f,6.9
1205,Budget Stay around Noida Sector 137,Aditya Saini,Noida Sector 137,Private room,1750,14,67,0.29,307,28.510039,77.40399,Developed Residential,Uttar Pradesh,1575,4.39,4.9,0.31,11,f,t,7.6
1206,Bright Apartment in Uttam Nagar,Sanjay Malhotra,Uttam Nagar,Entire home/apt,1750,14,6,0.39,221,28.6197,77.059894,Dense/Chawl-type Area,Delhi,2800,4.72,4.8,3.74,12,f,t,8.8
1207,City Stay - Hauz Khas,Rahul Singh,Hauz Khas,Entire home/apt,4000,4,47,1.26,232,28.540381,77.193832,Green & Peaceful,Delhi,6400,4.62,4.6,0.56,9,f,f,8.4
1208,Premium Stay - Faridabad Sector 15,Neha Singh,Faridabad Sector 15,Private room,1300,1,35,0.74,183,28.398521,77.319087,Developed Residential,Haryana,1170,4.34,3.9,0.69,13,f,t,7.4
1209,Family Home in Paharganj,Simran Bansal,Paharganj,Entire home/apt,2050,1,58,0.66,260,28.636936,77.212956,Dense/Chawl-type Area,Delhi,3280,4.13,3.9,0.82,18,f,f,6.7
1210,Cozy Uttam Nagar Studio,Karan Yadav,Uttam Nagar,Shared room,650,1,48,1.21,273,28.621987,77.064316,Dense/Chawl-type Area,Delhi,325,5.0,4.9,0.26,16,t,t,9.8
1211,Premium Stay - Paharganj,Karan Singh,Paharganj,Entire home/apt,2150,2,28,1.71,251,28.64938,77.210263,Dense/Chawl-type Area,Delhi,3440,4.31,3.5,1.02,8,f,f,7.3
1212,Peaceful Retreat near Noida Sector 137,Simran Kapoor,Noida Sector 137,Entire home/apt,2500,1,9,0.75,153,28.519114,77.393503,Developed Residential,Uttar Pradesh,4000,4.34,4.6,0.36,24,f,f,7.4
1213,Cozy Noida Sector 18 Studio,Nisha Kumar,Noida Sector 18,Private room,1650,2,11,0.59,200,28.571246,77.32053,Market Area,Uttar Pradesh,1485,4.0,4.6,0.81,12,f,f,6.2
1214,Budget Stay around Mehrauli,Vikas Mehta,Mehrauli,Entire home/apt,2850,3,66,0.5,145,28.527224,77.182914,Dense/Chawl-type Area,Delhi,4560,4.75,4.4,0.72,21,t,t,8.9
1215,Private Room near Connaught Place,Priya Singh,Connaught Place,Entire home/apt,3000,2,54,0.17,142,28.632523,77.214209,Market Area,Delhi,4800,4.63,5.0,1.98,12,f,t,8.5
1216,Premium Stay - Vikaspuri,Simran Verma,Vikaspuri,Hotel room,2200,2,22,1.44,209,28.63063,77.064016,Developed Residential,Delhi,2860,4.06,4.0,2.15,5,f,f,6.4
1217,Bright Apartment in Connaught Place,Amit Chauhan,Connaught Place,Private room,4000,1,2,0.19,205,28.633318,77.216073,Market Area,Delhi,3600,3.9,4.0,0.4,24,f,f,5.9
1218,Family Home in Noida Sector 75,Rahul Malhotra,Noida Sector 75,Entire home/apt,1950,2,9,0.51,286,28.564777,77.393679,Developed Residential,Uttar Pradesh,3120,4.62,3.6,0.75,6,f,t,8.4
1219,Premium Stay - Uttam Nagar,Manish Chauhan,Uttam Nagar,Private room,1100,4,17,0.51,236,28.634073,77.057142,Dense/Chawl-type Area,Delhi,990,4.59,4.2,0.76,8,f,t,8.3
1220,Private Room near Vikaspuri,Ankit Yadav,Vikaspuri,Private room,1550,3,42,0.56,203,28.649896,77.071376,Developed Residential,Delhi,1395,4.13,3.9,0.4,5,f,t,6.7
1221,Family Home in Karol Bagh,Neha Sharma,Karol Bagh,Entire home/apt,2050,3,23,0.41,209,28.652163,77.194049,Market Area,Delhi,3280,4.94,4.0,2.12,11,f,f,9.6
1222,City Stay - Mahipalpur,Neha Sharma,Mahipalpur,Private room,1300,3,22,0.02,234,28.550115,77.127366,Dense/Chawl-type Area,Delhi,1170,3.98,4.8,1.67,5,f,t,6.1
1223,Cozy Greater Kailash Studio,Pooja Sharma,Greater Kailash,Entire home/apt,4000,1,140,0.21,300,28.546643,77.23148,Developed Residential,Delhi,6400,4.32,4.9,0.45,13,f,f,7.4
1224,City Stay - Noida Sector 18,Nisha Kapoor,Noida Sector 18,Private room,2000,2,14,0.45,181,28.568242,77.324289,Market Area,Uttar Pradesh,1800,4.93,3.8,0.75,7,f,f,9.6
1225,Budget Stay around Uttam Nagar,Deepak Yadav,Uttam Nagar,Private room,1150,2,4,0.22,282,28.631058,77.057367,Dense/Chawl-type Area,Delhi,1035,4.3,4.1,0.33,16,f,f,7.3
1226,Budget Stay around Hauz Khas,Manish Saini,Hauz Khas,Private room,2750,2,18,0.33,210,28.554779,77.204008,Green & Peaceful,Delhi,2475,4.57,4.9,1.39,23,f,f,8.2
1227,Premium Stay - South Extension,Neha Agarwal,South Extension,Entire home/apt,3500,1,2,0.5,223,28.574762,77.218407,Market Area,Delhi,5600,4.28,3.6,0.36,19,f,f,7.2
1228,Comfortable Home in Lajpat Nagar,Megha Bansal,Lajpat Nagar,Private room,1950,2,71,0.7,81,28.56499,77.237448,Market Area,Delhi,1755,4.13,3.6,5.32,20,f,f,6.7
1229,City Stay - Chattarpur,Arjun Verma,Chattarpur,Entire home/apt,2850,1,72,1.35,172,28.502182,77.170328,Green & Peaceful,Delhi,4560,4.98,3.7,2.02,14,t,t,9.7
1230,Peaceful Retreat near Connaught Place,Neha Kapoor,Connaught Place,Hotel room,4000,2,18,0.82,312,28.638464,77.229106,Market Area,Delhi,5200,4.29,4.4,0.79,10,f,f,7.3
1231,Bright Apartment in Gurgaon Golf Course Road,Rahul Kapoor,Gurgaon Golf Course Road,Entire home/apt,4000,1,23,0.78,316,28.458028,77.103737,Developed Residential,Haryana,6400,4.87,3.7,1.24,21,f,f,9.3
1232,Modern Stay near Rajendra Place,Nisha Bansal,Rajendra Place,Entire home/apt,3200,2,27,0.17,121,28.652167,77.178344,Developed Residential,Delhi,5120,4.08,5.0,3.11,21,f,f,6.5
1233,Budget Stay around Defence Colony,Karan Saini,Defence Colony,Private room,2600,3,8,0.65,249,28.577139,77.226747,Green & Peaceful,Delhi,2340,4.06,4.2,1.17,23,f,f,6.4
1234,Peaceful Retreat near Vasant Kunj,Vikas Sharma,Vasant Kunj,Private room,2000,14,7,0.08,117,28.510286,77.156816,Developed Residential,Delhi,1800,3.84,4.3,0.43,22,f,t,5.6
1235,Budget Stay around Mahipalpur,Neha Jain,Mahipalpur,Private room,1200,2,33,1.3,297,28.545301,77.134621,Dense/Chawl-type Area,Delhi,1080,4.58,3.9,0.77,15,f,f,8.3
1236,Family Home in Vikaspuri,Priya Mehta,Vikaspuri,Shared room,1050,1,19,0.8,278,28.639769,77.068826,Developed Residential,Delhi,525,4.24,4.2,2.42,11,f,t,7.1
1237,City Stay - Lajpat Nagar,Simran Sharma,Lajpat Nagar,Private room,1650,1,33,0.63,278,28.556258,77.243075,Market Area,Delhi,1485,4.84,4.5,1.44,14,t,f,9.2
1238,Cozy Saket Studio,Ankit Verma,Saket,Entire home/apt,2650,1,5,0.2,213,28.532413,77.201948,Developed Residential,Delhi,4240,4.37,4.6,1.46,11,f,t,7.5
1239,Cozy Paharganj Studio,Rahul Saini,Paharganj,Entire home/apt,2900,1,28,0.79,270,28.645514,77.198848,Dense/Chawl-type Area,Delhi,4640,4.96,4.6,2.62,9,f,f,9.7
1240,Bright Apartment in Paharganj,Ankit Mehta,Paharganj,Entire home/apt,1900,1,76,0.63,226,28.653872,77.212077,Dense/Chawl-type Area,Delhi,3040,4.02,4.4,2.89,16,f,t,6.3
1241,City Stay - Uttam Nagar,Deepak Kapoor,Uttam Nagar,Entire home/apt,2050,1,27,0.12,287,28.62668,77.054268,Dense/Chawl-type Area,Delhi,3280,4.84,4.9,3.23,20,f,f,9.2
1242,Comfortable Home in Greater Kailash,Ankit Chauhan,Greater Kailash,Entire home/apt,4000,2,10,0.22,76,28.550856,77.236724,Developed Residential,Delhi,6400,4.73,4.7,0.32,22,f,f,8.8
1243,Modern Stay near Faridabad Sector 15,Arjun Saini,Faridabad Sector 15,Private room,1300,1,53,0.56,143,28.418608,77.310614,Developed Residential,Haryana,1170,4.73,4.6,1.14,7,t,t,8.8
1244,Budget Stay around Karol Bagh,Amit Chauhan,Karol Bagh,Entire home/apt,2100,7,8,0.09,186,28.648853,77.187684,Market Area,Delhi,3360,4.81,3.6,1.82,24,f,f,9.1
1245,Modern Stay near Paharganj,Arjun Kapoor,Paharganj,Private room,1050,2,30,0.17,189,28.64229,77.211277,Dense/Chawl-type Area,Delhi,945,4.71,3.5,1.9,19,t,f,8.8
1246,Family Home in Green Park,Arjun Saini,Green Park,Private room,2100,2,87,0.56,241,28.558175,77.203567,Green & Peaceful,Delhi,1890,4.55,3.8,1.32,9,f,f,8.2
1247,Private Room near Mehrauli,Neha Mehta,Mehrauli,Private room,1500,3,28,0.15,192,28.529876,77.186377,Dense/Chawl-type Area,Delhi,1350,3.96,4.5,0.42,17,f,t,6.1
1248,Cozy Old Delhi Studio,Deepak Chauhan,Old Delhi,Hotel room,1750,7,63,0.29,192,28.661716,77.236475,Dense/Chawl-type Area,Delhi,2275,3.84,4.1,2.12,23,f,f,5.6
1249,Family Home in Saket,Varun Mishra,Saket,Entire home/apt,3900,1,12,0.21,111,28.521853,77.206378,Developed Residential,Delhi,6240,4.91,4.1,1.73,16,f,f,9.5
1250,Comfortable Home in Old Delhi,Ankit Chauhan,Old Delhi,Entire home/apt,1950,1,38,0.11,94,28.659114,77.244642,Dense/Chawl-type Area,Delhi,3120,4.54,4.8,0.31,9,f,f,8.2
1251,Modern Stay near Rajendra Place,Arjun Yadav,Rajendra Place,Shared room,1150,1,20,0.21,267,28.643027,77.164917,Developed Residential,Delhi,575,4.76,4.8,0.95,10,f,f,8.9
1252,Modern Stay near Ghaziabad Indirapuram,Aditya Agarwal,Ghaziabad Indirapuram,Entire home/apt,2650,2,32,1.38,116,28.634279,77.3666,Developed Residential,Uttar Pradesh,4240,4.38,4.9,0.43,11,f,f,7.6
1253,Premium Stay - Aerocity,Vikas Saini,Aerocity,Entire home/apt,4000,7,25,0.24,132,28.559267,77.088031,Developed Residential,Delhi,6400,3.94,4.0,0.69,14,f,t,6.0
1254,Cozy Defence Colony Studio,Amit Sharma,Defence Colony,Private room,2200,2,18,0.57,227,28.569992,77.222129,Green & Peaceful,Delhi,1980,3.95,4.5,0.22,20,f,t,6.0
1255,Private Room near Hauz Khas,Vikas Sharma,Hauz Khas,Private room,2450,1,32,0.41,182,28.548976,77.197951,Green & Peaceful,Delhi,2205,4.62,3.9,0.81,12,f,t,8.4
1256,Comfortable Home in Hauz Khas,Sanjay Malhotra,Hauz Khas,Entire home/apt,3500,4,16,0.71,54,28.551313,77.190147,Green & Peaceful,Delhi,5600,4.32,3.8,1.16,13,f,t,7.4
1257,Cozy Vasant Kunj Studio,Ankit Jain,Vasant Kunj,Private room,2850,7,30,0.12,96,28.528042,77.162229,Developed Residential,Delhi,2565,4.04,3.8,1.36,8,f,f,6.4
1258,Budget Stay around Old Delhi,Megha Yadav,Old Delhi,Private room,1250,3,17,0.85,90,28.651263,77.249817,Dense/Chawl-type Area,Delhi,1125,4.39,4.0,1.51,12,f,f,7.6
1259,Peaceful Retreat near Paharganj,Vikas Chauhan,Paharganj,Private room,1400,3,56,1.09,193,28.647494,77.207169,Dense/Chawl-type Area,Delhi,1260,3.88,4.1,2.37,11,f,t,5.8
1260,Bright Apartment in Noida Sector 75,Manish Jain,Noida Sector 75,Shared room,1050,1,73,0.19,245,28.567417,77.393096,Developed Residential,Uttar Pradesh,525,4.5,4.7,0.49,19,f,f,8.0
1261,Modern Stay near Hauz Khas,Arjun Mishra,Hauz Khas,Private room,2500,3,44,0.53,159,28.549229,77.195807,Green & Peaceful,Delhi,2250,4.12,3.7,0.35,7,f,f,6.7
1262,Modern Stay near Dwarka,Aditya Chauhan,Dwarka,Entire home/apt,2650,1,5,0.56,207,28.603676,77.045383,Developed Residential,Delhi,4240,4.76,4.6,2.49,21,f,f,8.9
1263,Cozy Defence Colony Studio,Deepak Agarwal,Defence Colony,Entire home/apt,4000,3,85,0.68,170,28.57508,77.229133,Green & Peaceful,Delhi,6400,4.17,4.3,0.4,15,f,f,6.8
1264,Premium Stay - Karol Bagh,Ankit Singh,Karol Bagh,Private room,1150,3,61,0.18,181,28.659556,77.182503,Market Area,Delhi,1035,4.35,3.9,4.62,13,f,f,7.5
1265,Modern Stay near Ghaziabad Indirapuram,Rohit Malhotra,Ghaziabad Indirapuram,Entire home/apt,2750,3,43,1.16,266,28.63682,77.378496,Developed Residential,Uttar Pradesh,4400,3.81,4.2,2.42,9,f,t,5.5
1266,City Stay - Faridabad Sector 15,Shreya Mishra,Faridabad Sector 15,Entire home/apt,1900,1,27,0.39,198,28.411913,77.308066,Developed Residential,Haryana,3040,3.89,3.9,1.03,14,f,t,5.8
1267,Modern Stay near Ghaziabad Vaishali,Karan Chauhan,Ghaziabad Vaishali,Private room,1450,1,35,0.07,238,28.65053,77.346161,Market Area,Uttar Pradesh,1305,4.27,4.4,4.98,19,f,t,7.2
1268,Cozy Noida Sector 75 Studio,Megha Mehta,Noida Sector 75,Private room,1550,2,36,0.89,179,28.553237,77.388159,Developed Residential,Uttar Pradesh,1395,4.38,4.2,0.32,18,f,f,7.6
1269,City Stay - Old Delhi,Sanjay Singh,Old Delhi,Private room,1150,2,35,0.23,310,28.654201,77.225309,Dense/Chawl-type Area,Delhi,1035,4.52,3.7,0.63,8,f,t,8.1
1270,City Stay - Vasant Kunj,Aditya Yadav,Vasant Kunj,Entire home/apt,2800,1,12,0.14,276,28.544205,77.1627,Developed Residential,Delhi,4480,4.15,3.7,1.42,24,f,f,6.8
1271,Private Room near Noida Sector 137,Simran Singh,Noida Sector 137,Entire home/apt,2250,3,61,0.4,67,28.517013,77.405955,Developed Residential,Uttar Pradesh,3600,4.63,4.3,0.72,6,f,t,8.5
1272,Private Room near Defence Colony,Sanjay Bansal,Defence Colony,Entire home/apt,4000,7,31,0.51,181,28.577488,77.229266,Green & Peaceful,Delhi,6400,4.83,4.9,3.36,16,t,f,9.2
1273,Premium Stay - Faridabad Sector 15,Pooja Saini,Faridabad Sector 15,Private room,950,2,49,0.3,187,28.410063,77.309445,Developed Residential,Haryana,855,4.74,4.0,0.28,5,t,t,8.9
1274,Cozy Vikaspuri Studio,Vikas Gupta,Vikaspuri,Private room,1150,4,3,0.43,229,28.638876,77.067431,Developed Residential,Delhi,1035,3.85,4.6,1.16,24,f,t,5.7
1275,Peaceful Retreat near Noida Sector 62,Manish Sharma,Noida Sector 62,Hotel room,1850,2,132,0.06,167,28.62012,77.371633,Corporate/Developed Area,Uttar Pradesh,2405,4.38,4.5,1.27,9,f,t,7.6
1276,Cozy Noida Sector 137 Studio,Megha Chauhan,Noida Sector 137,Private room,1700,1,119,1.53,235,28.521788,77.408876,Developed Residential,Uttar Pradesh,1530,3.93,4.9,1.47,10,f,f,6.0
1277,Budget Stay around Gurgaon DLF Phase 2,Riya Sharma,Gurgaon DLF Phase 2,Private room,2550,2,41,0.41,242,28.475915,77.093787,Market Area,Haryana,2295,4.09,4.7,0.55,15,f,t,6.5
1278,Peaceful Retreat near Connaught Place,Karan Verma,Connaught Place,Private room,3350,1,24,0.56,297,28.625504,77.210932,Market Area,Delhi,3015,4.98,4.3,0.74,12,f,f,9.7
